,JPM,MS,BAC
2019-05-21,116.54329347686358,42.40216339432984,32.52614503574396
2019-05-22,117.55458987606832,42.70373070277147,32.793164134134905
2019-05-23,119.64766470871378,43.06375668397857,33.3908928809511
2019-05-24,119.36925782670913,42.887643405936345,33.62770445872441
2019-05-27,120.75513486375009,43.68679989214969,34.41164904037453
2019-05-28,120.83770547847107,44.0407742069041,34.394996754960125
2019-05-29,121.41623656024119,44.1606310217526,34.54981707140495
2019-05-30,122.444667473221,44.08741522889136,35.36334989254488
2019-05-31,120.84128606773909,43.051052548466835,35.22318548649784
2019-06-03,122.18856247169141,43.74752508166685,35.80142620675213
2019-06-04,122.21723965118217,43.34307581861005,35.751467213971175
2019-06-05,121.15351143353104,43.492078121059464,35.5294208038856
2019-06-06,119.85878029128332,42.96600589012382,35.30888329496265
2019-06-07,118.99767289355493,42.34175784013457,35.09828249693653
2019-06-10,119.43962172014521,42.24789901407839,35.01779876377775
2019-06-11,119.86230915369731,41.7236386083388,34.56741054498551
2019-06-12,118.75287620336617,41.3161737110522,34.373019602603
2019-06-13,121.19029209609951,42.412558682934225,34.987249169306345
2019-06-14,121.20765762981655,41.9697234258939,34.897907369510655
2019-06-17,120.78454780267708,42.00120930820521,34.57181407437888
2019-06-18,121.68302886818398,42.969105224444945,34.884927114527784
2019-06-19,122.39366937750754,43.50553096318285,34.99141883756893
2019-06-20,122.81361691224842,43.64219257736944,35.12177157862948
2019-06-21,121.58726852139023,43.30037341973417,34.98035640455953
2019-06-24,124.04230826497253,44.48599908094511,36.33093583498809
2019-06-25,122.81307831728398,44.54474171513471,36.16347009967753
2019-06-26,126.5485274227305,45.274220060205316,36.73704790168689
2019-06-27,125.57887533520503,43.978578475142555,36.142248040109834
2019-06-28,124.34820796798847,43.70001596902639,35.96449851890185
2019-07-01,127.58898787682213,45.10575579093882,36.64828427225137
2019-07-02,126.10128928408804,44.915139936280426,35.9164991576918
2019-07-03,129.30968167133818,46.45112912208493,36.636038857141244
2019-07-04,126.40396430757559,46.263127096113955,36.028353816577514
2019-07-05,128.5854115204242,46.13208364401118,36.21339059494829
2019-07-08,128.64596249167127,46.18118834811752,36.08854094463482
2019-07-09,129.7841425743198,45.995316590318154,36.21363443514163
2019-07-10,130.04709052686493,46.335837465610744,36.54635024626483
2019-07-11,128.13878719084718,45.03152652402809,36.36186706854235
2019-07-12,128.76643612357563,44.85882290757058,36.939043313165065
2019-07-15,129.01927324105674,45.51292921332038,37.12847596619429
2019-07-16,132.71207012068984,47.483196317690286,38.097942973647584
2019-07-17,134.51801128756847,48.35940239102325,39.05588475381593
2019-07-18,132.83020205222888,48.219895330739675,39.06854174245685
2019-07-19,129.76545818935713,46.708040966974934,37.52458823393874
2019-07-22,129.34608752092333,46.9521062688056,37.983056507873144
2019-07-23,129.52733506929832,47.845320935840085,37.722578226644565
2019-07-24,126.63339741291126,46.93980681043406,37.133110837406946
2019-07-25,126.62815754540003,45.91365456249167,36.912367898059905
2019-07-26,124.46749035921229,45.60001641988007,36.55983460838947
2019-07-29,122.94734608111564,44.897924033597,35.80551565718415
2019-07-30,122.89250316805847,45.35253808428924,35.56814740950372
2019-07-31,123.78109507579626,45.37165326690524,35.48881783487001
2019-08-01,123.65182253998157,44.838062513145225,35.19530527843642
2019-08-02,121.71696394992988,45.210204719214666,34.91208431604693
2019-08-05,120.62084186234323,44.98439215854868,34.63164491743736
2019-08-06,120.30966948702869,45.19361935844214,34.83773515410813
2019-08-07,119.49890789442672,44.67176623063494,34.507457495520846
2019-08-08,115.88882155544165,42.85635460142916,33.90712734268602
2019-08-09,118.53856619857991,43.55536955055937,34.70719852144206
2019-08-12,119.08532319957233,45.20125385991599,35.45123358678633
2019-08-13,118.92741516084111,44.69755946486566,34.83501486873668
2019-08-14,119.30224051811255,44.45839443489738,34.430292154183476
2019-08-15,118.31273030238039,43.650042889160275,34.604275986518815
2019-08-16,119.77721938870347,44.09990402051065,35.415475142554705
2019-08-19,119.95035926446317,43.7528410272971,35.85525597669489
2019-08-20,120.87455472342859,43.55016729188245,35.93305277616468
2019-08-21,119.50191825296075,42.51119377414316,35.75603399491576
2019-08-22,122.67143833509091,42.799768117049254,36.60077525673397
2019-08-23,121.64729992335577,42.289198623708145,36.11231484831529
2019-08-26,120.28476799622167,41.92622358661448,35.51758756213819
2019-08-27,120.7730500851097,42.05126206662769,35.55840488032774
2019-08-28,119.35008391106534,41.39072788630819,35.388246997189064
2019-08-29,120.20798344229573,41.20798130939428,35.54480335036112
2019-08-30,121.48212881870211,40.835847772624604,35.880925547573284
2019-09-02,120.44843587579122,40.80493936128954,35.437119639842585
2019-09-03,117.59609568377063,39.31687566433862,34.606450359420506
2019-09-04,118.0563542343536,39.0688301287878,34.834746143327834
2019-09-05,115.48395099445081,38.34298566446582,33.831348300200034
2019-09-06,114.51797303602072,38.10353139728772,33.34545135529185
2019-09-09,113.9705726674086,38.37244457270202,33.12622237789123
2019-09-10,115.30976595616363,38.283313953893746,33.512125825955145
2019-09-11,117.62284778352807,37.90244242097119,33.63072278239886
2019-09-12,118.59019071749626,38.083137588618705,33.95392709898738
2019-09-13,117.67422180326115,37.881487566163436,33.69429679802422
2019-09-16,119.5918902563158,38.50282782409428,34.274885929205126
2019-09-17,118.97634513255915,38.14482720225305,33.95621967815426
2019-09-18,119.65945063186798,38.159085545605905,34.16909508099717
2019-09-19,123.1087003343098,39.44059807280914,34.966945798147975
2019-09-20,125.17141220926756,39.81770801646945,34.79544449987496
2019-09-23,123.52887450604646,38.60717494331922,34.14745956556683
2019-09-24,123.609027270804,39.337428699978595,34.4048617048647
2019-09-25,123.29325705767545,39.61282265879714,33.74284384124725
2019-09-26,123.73553650905463,40.0678479448263,33.472762179059345
2019-09-27,125.71119809495026,40.75096745809544,33.82431104430092
2019-09-30,126.84041895692329,42.075530840626946,34.32389177068919
2019-10-01,127.31708799579799,42.0052805495901,34.13739641811618
2019-10-02,128.80379327607773,42.02872595966573,34.41840635655478
2019-10-03,128.0270908263611,42.04224189427166,34.38385097155208
2019-10-04,129.88490054528648,42.32033809999158,34.67447571194025
2019-10-07,128.23126194583418,41.68184613783798,34.37841031132304
2019-10-08,129.60025014086935,41.64137735549928,34.869087608180614
2019-10-09,132.04672340032727,42.48582081783486,36.04039075338733
2019-10-10,130.7268028209558,41.58113815561375,35.078250008902685
2019-10-11,133.44725006103616,42.60115039701709,35.7280144110418
2019-10-14,134.0061702566218,42.241336275086965,36.52397099163012
2019-10-15,134.29385296235478,42.373285233466696,36.830889720176884
2019-10-16,135.22282267997048,42.72543421132829,36.80854705749836
2019-10-17,136.14068219498046,43.851115594098765,37.628579483071306
2019-10-18,139.15616593936753,44.41517458055006,37.946558308244605
2019-10-21,138.97564125814597,44.40165792218384,38.273064379053665
2019-10-22,135.8906342807175,44.315817253334934,37.64910118920574
2019-10-23,135.16381781506973,43.64945817733498,36.84906526822089
2019-10-24,136.72892430061708,44.109099760069924,36.79493720454347
2019-10-25,134.41294595793002,43.341089092047994,36.77259561543041
2019-10-28,133.99631027337853,42.543853069958054,36.46135664634405
2019-10-29,133.55728622613336,41.22242731072185,36.10107835575326
2019-10-30,133.19482153012828,41.446110576135794,36.6669087538281
2019-10-31,135.29011976318895,41.870192653642725,36.766639610925616
2019-11-01,140.12878115592633,43.13910375788721,37.87395615393823
2019-11-04,140.1391946981039,43.241096361461096,37.84582270849727
2019-11-05,139.11372156940064,42.73451629874129,37.55076300013295
2019-11-06,138.15213493731423,42.17276029505685,37.3007419971149
2019-11-07,137.73248820421242,42.76015983791269,36.488859375589286
2019-11-08,139.8329722616641,43.89022710499756,36.40236593803168
2019-11-11,139.24324566864047,43.57013089988486,35.79654651149336
2019-11-12,137.84389473197388,42.70198440581535,35.9419205417195
2019-11-13,139.65198488639822,43.76634618843177,36.68003995283515
2019-11-14,137.5945485573572,42.99667980114406,36.33341476159116
2019-11-15,135.39718652199676,42.762151042527705,35.83343437826757
2019-11-18,134.76769256448898,42.93201853080755,35.89433271410443
2019-11-19,134.16621706431263,43.317640871027294,35.524662644475356
2019-11-20,135.34060321187522,43.91752993919954,35.739563828056845
2019-11-21,135.9921799350773,43.51020352515295,36.06123942437285
2019-11-22,135.70741456866136,43.19865001714516,36.28092448808113
2019-11-25,134.4769171944057,42.23708039799907,35.394348942378834
2019-11-26,135.63584704170447,41.9630103767946,36.08430420920348
2019-11-27,131.92949515528042,41.77517618154183,35.468691069055716
2019-11-28,131.8100703263568,41.506975522440676,35.51634323179623
2019-11-29,131.79582658171117,42.00586576071672,35.644467711849224
2019-12-02,132.11635750736787,41.93309645994727,35.66597657911364
2019-12-03,132.71956316113324,41.331085014398134,35.23281775171963
2019-12-04,134.1116175092764,41.77289310085214,35.498867739150256
2019-12-05,134.19866515584738,41.958966730629605,35.38036580388425
2019-12-06,132.84913538998723,41.704661372043304,34.79931308231762
2019-12-09,133.6367871634356,41.1553939803018,35.13815601873347
2019-12-10,134.54593195022088,41.50787616297268,35.66411548182721
2019-12-11,137.6603675887839,42.77188790252862,35.863498118507316
2019-12-12,135.3569357988009,41.90394858863382,35.31225444430008
2019-12-13,136.36071012219938,41.83990717224048,35.52440300015324
2019-12-16,135.0312165445041,41.23727896249065,34.75013453323605
2019-12-17,133.41203363186747,40.24556717544593,33.9938069126965
2019-12-18,135.3774090847561,40.328007622680694,35.129007121031556
2019-12-19,136.33652699133535,40.6516669057704,35.0883924699774
2019-12-20,137.6866533999054,40.73808462233248,35.36533073070004
2019-12-23,142.58547110114705,41.89643168897886,36.773670721309294
2019-12-24,141.2948349680837,41.57407827741406,37.058651235723744
2019-12-25,140.16000741388604,42.118020220162194,37.20240094269066
2019-12-26,139.1554117374382,42.16123130897758,37.351263862339565
2019-12-27,140.38460198409877,41.76464768679089,37.24310933987123
2019-12-30,139.97226719458814,41.63692001856408,37.34510597488246
2019-12-31,140.36459326028304,41.14517452945568,37.432052389800454
2020-01-01,141.5830092083059,41.69754409971874,38.11291502595813
2020-01-02,143.2432353338848,42.316962878103666,38.50577621043008
2020-01-03,140.12307717379247,41.75306767247112,37.90938614989428
2020-01-06,140.6940216797594,41.32924143351452,37.561293895933204
2020-01-07,142.76573025548467,41.82097389103105,38.24592223541896
2020-01-08,142.87745930884745,41.8685140304172,38.58725768456941
2020-01-09,141.94231336397877,41.691987443767985,38.22874598052846
2020-01-10,141.16861571914365,41.37324204992066,38.097474057086345
2020-01-13,140.31528491461515,41.73329175681988,37.72526155751089
2020-01-14,140.0177441472962,41.47055577375188,38.09415206307691
2020-01-15,140.44594026994767,42.04650905997644,37.79464542752082
2020-01-16,141.00957932693768,42.5987983856111,38.03120277506467
2020-01-17,143.10974902820897,42.89059379595762,38.9306364658198
2020-01-20,147.67987676656645,43.85572800735082,39.777251227430746
2020-01-21,150.66632549271947,45.35933191936045,40.42207332674803
2020-01-22,149.8740245198901,45.03300215815355,39.74521538466228
2020-01-23,148.08601737662192,44.11687260391274,38.98638511226742
2020-01-24,148.07591144613147,44.23315311441545,39.53694581697636
2020-01-27,146.15201488710338,44.23077915045858,39.126936249681464
2020-01-28,146.1128864506105,44.55069056035867,38.79997839629981
2020-01-29,146.92790868672847,44.843820918187376,39.163909705414625
2020-01-30,147.56161628549307,46.21588662970872,39.32391001216299
2020-01-31,146.56622398755158,45.65872912541146,38.85109423211066
2020-02-03,145.36860802076717,45.94161447434768,39.180138396724494
2020-02-04,144.3105487478772,45.265651364087915,39.01987575084268
2020-02-05,143.29601919159842,45.31752761741576,38.91823190099997
2020-02-06,140.44978311774406,45.32796032346727,39.02202370526634
2020-02-07,139.34841254834538,44.85409982101386,38.823745450095
2020-02-10,140.03501923133678,45.364562107897086,39.737411994433614
2020-02-11,139.75679608063714,44.91040640367199,39.11771457175361
2020-02-12,138.43988465451628,44.55195443613768,39.416844201055056
2020-02-13,137.53087440791205,44.42430273130382,39.214607116943526
2020-02-14,139.81103239458824,46.28094603428026,39.82149405458304
2020-02-17,138.94585290162468,46.57201472025712,39.95314229485957
2020-02-18,142.510382779432,47.86526825262062,40.739637205133484
2020-02-19,143.70875242910935,48.78426095098508,41.433405564131164
2020-02-20,144.75416623211584,49.65220042970617,42.2232725189167
2020-02-21,147.53951595475203,50.80249736672312,42.907628941249456
2020-02-24,147.89117207222577,51.5762229520196,42.81385743553852
2020-02-25,148.68853799867867,51.59600141048157,42.9746064213258
2020-02-26,151.33756465529095,52.47134841112117,43.65190094064233
2020-02-27,148.64409305062583,52.12363178986187,43.32145910806535
2020-02-28,153.11032655396886,53.24743887090862,44.45895067002926
2020-03-02,153.6881316376642,54.33675359600798,44.73505003127212
2020-03-03,154.32985393232005,54.89123261316995,45.030768856146985
2020-03-04,153.46390098790297,54.759955471174656,45.26118684182177
2020-03-05,151.41242577270458,54.24081003763619,44.49411040647361
2020-03-06,153.93655539933368,54.10280262535197,44.72466886064832
2020-03-09,154.78435651034272,55.28133816340544,45.07782261765324
2020-03-10,153.6900183943574,56.090934818342326,44.45260529674074
2020-03-11,149.25463780938378,55.0184505678869,43.23112200794596
2020-03-12,147.26993315715322,54.83842537102173,42.913706922147654
2020-03-13,146.2111955514968,53.77584044312296,42.843796066459454
2020-03-16,147.5592569660586,54.136777140532224,43.863850236713525
2020-03-17,145.50110671924784,52.64978458966158,42.92582050638623
2020-03-18,145.46976752375016,52.78731480237246,42.85206901443419
2020-03-19,146.22127104735858,52.31261484865132,43.44708142050846
2020-03-20,146.11763093140542,52.923053538415495,43.67040327968785
2020-03-23,147.08022071574155,53.547288575923496,44.14389022625766
2020-03-24,148.42130933720048,54.73673780729322,44.70241439494812
2020-03-25,149.90870344066207,55.14589660502343,45.63598982406196
2020-03-26,148.60550375659372,55.82968922158123,45.488127869952024
2020-03-27,145.82098002070654,55.048593334985085,44.52009204014316
2020-03-30,147.54428869121722,55.206344240754056,44.71184970611887
2020-03-31,143.88575162131607,53.81893337796776,42.81499135412774
2020-04-01,140.89809590915323,53.33690249042018,42.43678726645145
2020-04-02,141.76639284905198,53.06275017524178,42.5346416458289
2020-04-03,141.81621345218355,52.429788424258746,42.984397767815324
2020-04-06,143.56334103731487,52.84639254214029,43.41253626823186
2020-04-07,144.0253760579284,51.844708867010844,43.21536955739789
2020-04-08,142.76254410654187,50.92571053367212,42.685149388537546
2020-04-09,146.32811855001765,52.343270730827314,43.427020550453804
2020-04-10,147.52259566373652,53.50449734680679,44.22948623354455
2020-04-13,147.70046901389958,53.1954224791801,44.47206272960469
2020-04-14,148.54655602351124,53.97348349110534,45.0319024941539
2020-04-15,150.7265667894517,54.323047141965866,46.04957101699921
2020-04-16,151.1896447058968,55.69979888805584,46.125713500921485
2020-04-17,154.8366182753522,56.93889863306906,46.8104753953897
2020-04-20,153.88999463115326,56.46566339904105,46.704697943057965
2020-04-21,155.04203995752619,56.474912314288574,46.91916148622462
2020-04-22,159.6552743415406,58.95572475273716,48.4745090676466
2020-04-23,159.80111367261802,59.086471041329276,48.78490205107438
2020-04-24,157.67284779718707,58.28350503664343,47.51044344544255
2020-04-27,158.5883442477966,58.982222056919305,47.614988427955
2020-04-28,162.05902752462015,59.27079573236129,47.72392898924977
2020-04-29,162.61586057253484,60.122539170832056,48.69433232319654
2020-04-30,161.67623697559614,60.54377073861575,48.569948471651415
2020-05-01,161.36442715132648,61.034863930984706,48.87340843247666
2020-05-04,158.0298652344353,60.96105728993836,48.784151646037074
2020-05-05,156.76360016550137,60.82564391455555,48.711856547576204
2020-05-06,157.37917720335807,60.67314527070886,48.51853985271942
2020-05-07,157.38783645045112,61.45655940220592,48.89151233781332
2020-05-08,156.66499904138564,61.74391146487096,47.59621804447607
2020-05-11,159.17720818874392,61.41181199340124,47.87425537678373
2020-05-12,156.85197950710096,59.8403576386016,47.6148953429941
2020-05-13,155.9270997485759,59.78100496521255,47.39911343108338
2020-05-14,156.99730504618003,60.17988050689077,47.1478453118441
2020-05-15,159.18678194069608,60.56064636747886,46.99520388489263
2020-05-18,158.33272722071723,61.28349681890926,47.30607551378025
2020-05-19,157.65228554333515,60.84701749862739,46.96128639753268
2020-05-20,162.1996495772987,62.56134765779902,48.31831753369048
2020-05-21,164.53722030639557,63.479318515572835,48.81767890802684
2020-05-22,164.16730904648185,63.32325947395571,48.699546547923326
2020-05-25,165.85419910248456,63.9071862936983,49.43821485734716
2020-05-26,165.7398532367329,63.93563452299849,48.5629517141055
2020-05-27,167.8699938209851,64.86642275026124,49.55555912111075
2020-05-28,161.49761680369664,64.26220828245016,48.16273242060449
2020-05-29,163.99744590391825,64.3703541701,48.920476161349065
2020-06-01,161.74641088212604,63.22421892112209,49.09456780612087
2020-06-02,161.3951218551293,63.269176089229155,49.40370471591824
2020-06-03,162.54375660218392,63.75502895492623,49.87350123142712
2020-06-04,167.97133625581583,65.48036994258406,51.34592209007317
2020-06-05,170.43895231466206,67.07875677138618,52.66052830495035
2020-06-08,171.98375757742633,66.76645529749867,53.668301100554444
2020-06-09,169.41043445358918,66.16574630778265,52.68449366469432
2020-06-10,169.33152998863804,66.38582022078467,52.85300400415256
2020-06-11,170.36691578658363,67.90095924414972,53.54583213794623
2020-06-12,169.8742274637182,68.45630590923388,54.10062395877643
2020-06-15,167.1489981753635,67.99414244623155,53.777794530416465
2020-06-16,166.5454944415237,68.81341266013895,53.72554144710356
2020-06-17,166.89482007858436,68.81614936797028,53.8023227192495
2020-06-18,164.508802668294,66.96793804424381,53.7087210492634
2020-06-19,162.70359375855855,65.66708894059661,52.0937233693784
2020-06-22,161.37068641872517,64.31128443612823,52.309580963045605
2020-06-23,163.65108801393652,64.59277191237983,53.885535074495195
2020-06-24,165.90087698672994,65.10913987725999,53.28433053480431
2020-06-25,171.18044056584964,65.8371839003118,53.73426180647532
2020-06-26,173.62935941509687,68.39776204157701,55.36992055478764
2020-06-29,175.0262008924841,69.30595716858119,56.24043697970947
2020-06-30,176.89940153039066,70.14223932409712,56.83343583398694
2020-07-01,176.82069753154371,69.56186756709756,56.56561917248149
2020-07-02,172.89445019910028,68.22188034300213,55.019094018436974
2020-07-03,170.40583181290833,67.55109887283137,55.041970052719705
2020-07-06,172.6005753795319,67.13728155505751,54.94086511733662
2020-07-07,174.87658967290665,67.16620948908378,55.30182697306903
2020-07-08,176.25049084407806,66.91296703645767,55.581555618620776
2020-07-09,173.17400226019873,65.5318563567253,54.8371341330858
2020-07-10,169.55739228066835,64.71523082025989,53.92364544043299
2020-07-13,170.89512793235403,65.30515149409854,54.958628350999525
2020-07-14,171.25276315190067,65.1276692302982,55.05332995992025
2020-07-15,172.58245730085707,65.59098479712253,55.435616975391426
2020-07-16,171.02303376514524,64.64905408120146,54.25515522445283
2020-07-17,175.1806161284878,65.08011265835852,54.853142285427886
2020-07-20,173.5592493251241,65.21750601664813,54.405937050876986
2020-07-21,176.57814985174844,65.68747471625265,55.238200705877034
2020-07-22,174.6678845987577,66.6303578575651,54.45888399523851
2020-07-23,175.47015090203527,67.35217387496093,54.95037122592747
2020-07-24,175.1018079910209,67.15282152093938,54.85515415446455
2020-07-27,174.8245741449259,67.77534312549146,55.98120766178723
2020-07-28,173.58317834482384,66.40301285726524,55.415060462906986
2020-07-29,179.80680602929692,67.78813514608521,57.78038255981493
2020-07-30,183.999296759835,68.69356980809863,59.11719693169171
2020-07-31,188.16425723330838,69.70348930899164,60.07079890296513
2020-08-03,186.76713952592516,68.53492635628321,59.20857823046046
2020-08-04,183.78000258103623,67.66377381312583,58.025703608352565
2020-08-05,184.43470786293685,66.74796732439249,58.14092004975701
2020-08-06,186.59642972203977,65.97528585669455,58.611459317539406
2020-08-07,189.7906620944559,66.05378794656102,60.142955748330415
2020-08-10,190.94366615245738,65.89496942178943,60.312082447776376
2020-08-11,192.4652958644658,66.3942588627846,61.01004547941228
2020-08-12,190.16398193374167,65.86832140216006,59.68035365487549
2020-08-13,189.95462178348157,65.18265232414142,59.10925726489787
2020-08-14,193.2283149558225,66.90187200972075,60.44206663790642
2020-08-17,190.47600839638207,65.89965853998464,60.30644202545986
2020-08-18,190.91712336427815,67.70519524543629,60.97800042806675
2020-08-19,191.48932977273648,67.6590513763745,61.15345324623256
2020-08-20,191.17203798511784,68.09449819396548,61.68653849942307
2020-08-21,189.2299396246556,66.5734094101967,59.988490548658866
2020-08-24,190.60834446980064,66.19506755423659,59.067075025492265
2020-08-25,191.6875267515126,68.32383512994993,59.709004521855675
2020-08-26,193.94724845116323,69.06143323807211,60.25618917462076
2020-08-27,196.44720913391518,69.59070240223011,61.002588401657704
2020-08-28,197.38115567268198,69.37556660679046,61.67400419147537
2020-08-31,196.9942820275905,68.71399852701941,61.7440656997919
2020-09-01,194.6971716026938,68.08311051279455,61.13755363137415
2020-09-02,197.6514202622543,69.30062361092818,61.97082041547982
2020-09-03,199.92550466769347,71.02515289822105,63.08742591857247
2020-09-04,200.03344566015687,70.07308163217054,62.32700221593523
2020-09-07,199.2905972757513,69.41313642980687,61.936058626736965
2020-09-08,199.52286102025906,69.88884423963047,62.03744674943356
2020-09-09,200.91794553415832,70.3532460694674,61.34134487999397
2020-09-10,198.46555640885234,69.54653169292068,60.052131522316685
2020-09-11,200.15951098099416,71.21168536407595,61.35796379289803
2020-09-14,199.66343516173416,72.22671884450638,61.53441842605394
2020-09-15,198.8364175282102,71.51806243413476,61.064224490235006
2020-09-16,197.876297857668,71.37524387269053,60.92595643924351
2020-09-17,197.96360455689705,71.74979852109901,61.649744451030585
2020-09-18,200.59785433968034,71.40083901866598,60.73615930934886
2020-09-21,203.22535735659352,71.13174107476353,61.07256165582882
2020-09-22,200.1203573321086,68.89558002014677,60.303964815429744
